origin,destination,weight,shipment_type,day_of_week,delivery_days
Bangalore,Mumbai,57.03212993289509,Standard,6,3.5
Kolkata,Bangalore,22.383202830889473,Standard,6,3.4
Surat,Jaipur,14.88946219403998,Standard,0,2.6
Delhi,Kolkata,61.53588270200066,Standard,6,3.4
Ahmedabad,Jaipur,38.45469347169537,Standard,4,3.7
Hyderabad,Jaipur,46.73378851575618,Express,5,3.5
Kolkata,Chennai,77.64959794009802,Standard,5,4.5
Hyderabad,Ahmedabad,118.00707356556634,Air,3,1.6
Mumbai,Pune,6.268637020822675,Standard,5,3.6
Jaipur,Chennai,83.16556058989491,Express,6,2.9
Surat,Delhi,18.869899194175822,Standard,2,3.9
Surat,Ahmedabad,78.58070845019743,Express,2,2.0
Ahmedabad,Delhi,35.00725888557335,Air,5,2.1
Hyderabad,Chennai,50.53126442511292,Standard,4,3.6
Hyderabad,Delhi,37.345750510807015,Standard,1,3.7
Kolkata,Pune,4.093764107925823,Express,0,2.0
Pune,Delhi,147.05814987280996,Express,2,3.4
Chennai,Surat,129.31407463370934,Standard,2,3.6
Delhi,Mumbai,32.02623717079915,Standard,5,4.0
Bangalore,Mumbai,118.17161931411313,Ocean,0,5.3
Jaipur,Bangalore,60.58706795540514,Express,1,1.6
Chennai,Surat,146.22317314319156,Express,0,3.0
Surat,Chennai,98.18829617754612,Express,4,3.0
Hyderabad,Delhi,111.75278149100055,Air,2,1.8
Surat,Hyderabad,91.45344041407057,Standard,5,4.4
Ahmedabad,Kolkata,39.14668469609789,Standard,1,3.8
Pune,Surat,102.54603439147064,Air,5,2.9
Kolkata,Pune,28.807484682663866,Standard,6,4.5
Bangalore,Kolkata,137.39585683271983,Express,1,3.3
Surat,Bangalore,97.97007023148262,Express,1,2.4
Mumbai,Pune,142.75359228375032,Air,3,1.8
Hyderabad,Surat,40.188247137148515,Standard,5,4.3
Pune,Jaipur,66.66433559592555,Express,5,2.9
Bangalore,Pune,88.0343493509214,Standard,6,3.0
Mumbai,Chennai,91.04516413732873,Express,4,3.5
Surat,Jaipur,86.3682737737326,Air,3,1.5
Kolkata,Delhi,20.66378953800313,Standard,4,5.0
Jaipur,Bangalore,51.009155911447905,Standard,3,4.0
Mumbai,Ahmedabad,101.02474089253856,Express,0,2.9
Mumbai,Ahmedabad,33.91306377601932,Air,6,1.0
Kolkata,Surat,61.19887416013877,Ocean,5,8.2
Delhi,Jaipur,27.68313593805215,Express,0,1.0
Hyderabad,Jaipur,41.651050734425304,Air,6,1.7
Bangalore,Kolkata,49.233867043437414,Express,0,3.1
Ahmedabad,Jaipur,145.83739817544512,Standard,1,4.2
Chennai,Mumbai,27.14036580482485,Standard,0,2.9
Delhi,Ahmedabad,145.35080670854867,Express,2,3.5
Ahmedabad,Mumbai,65.52435679590252,Express,4,3.0
Delhi,Kolkata,23.86942459918606,Standard,3,3.7
Bangalore,Chennai,17.019952008539654,Air,3,1.0
Kolkata,Chennai,16.35106489832914,Ocean,5,6.1
Hyderabad,Delhi,21.594120566124328,Standard,2,2.9
Kolkata,Chennai,101.22572161569938,Air,1,1.1
Chennai,Pune,4.805804900115361,Express,5,2.6
Mumbai,Jaipur,113.96069373094448,Standard,5,4.7
Hyderabad,Jaipur,85.3900006642378,Standard,1,3.7
Hyderabad,Kolkata,70.65211940764569,Express,5,3.1
Surat,Ahmedabad,23.916810087982554,Express,0,1.6
Bangalore,Jaipur,16.047337761843675,Air,1,1.4
Bangalore,Mumbai,16.531752364543767,Standard,1,3.2
Bangalore,Mumbai,134.66234189425762,Standard,0,4.3
Ahmedabad,Kolkata,19.42966444223104,Air,6,1.0
Pune,Hyderabad,122.5514600910548,Ocean,6,5.0
Kolkata,Jaipur,6.455944080289925,Ocean,3,5.1
Ahmedabad,Hyderabad,55.07970416844965,Express,6,1.5
Pune,Chennai,44.77509300544676,Express,2,1.1
Pune,Mumbai,74.66651740785657,Express,5,3.0
Ahmedabad,Mumbai,86.18367273078354,Ocean,6,4.4
Surat,Delhi,68.9731863352339,Air,4,1.9
Bangalore,Chennai,94.48050790547603,Air,0,1.5
Mumbai,Ahmedabad,77.96864888029492,Express,0,2.7
Mumbai,Surat,105.86565453261966,Standard,4,4.6
Jaipur,Kolkata,134.2597586609641,Ocean,2,6.1
Ahmedabad,Hyderabad,26.73051804444268,Air,6,1.1
Hyderabad,Surat,113.92174576067376,Standard,1,3.3
Surat,Jaipur,64.09961639374124,Air,1,1.5
Jaipur,Ahmedabad,143.31528630227243,Standard,3,3.9
Delhi,Jaipur,12.754332250226835,Express,6,1.4
Surat,Chennai,107.9627328707887,Standard,2,3.9
Jaipur,Hyderabad,115.68045231468427,Air,0,2.0
Mumbai,Kolkata,30.981028081348317,Standard,2,4.0
Chennai,Kolkata,95.66340104222027,Express,4,4.2
Ahmedabad,Delhi,110.80630838540311,Express,6,2.6
Bangalore,Ahmedabad,2.390068909302765,Standard,1,3.4
Mumbai,Chennai,34.151203856904694,Express,2,2.8
Bangalore,Pune,18.770631746012416,Express,1,1.7
Ahmedabad,Jaipur,95.68976634789058,Air,6,1.3
Delhi,Jaipur,3.443552140374786,Express,2,1.0
Chennai,Kolkata,131.7522638179411,Standard,4,5.8
Mumbai,Jaipur,48.97535939797295,Express,1,1.9
Delhi,Hyderabad,111.19946531623717,Express,0,2.8
Hyderabad,Jaipur,68.91518157212144,Standard,3,3.7
Pune,Bangalore,106.61955394616868,Express,1,2.3
Chennai,Delhi,68.74850762990764,Standard,2,3.8
Bangalore,Jaipur,120.24738733846802,Standard,1,4.8
Surat,Bangalore,142.832733535433,Air,3,1.8
Surat,Hyderabad,26.38069637636231,Standard,6,3.2
Ahmedabad,Kolkata,78.71511247100536,Ocean,4,7.7
Delhi,Chennai,101.11486059397632,Standard,0,4.7
Ahmedabad,Pune,31.397604199466834,Standard,0,2.5
Pune,Surat,96.93986244903455,Standard,5,4.5
Pune,Ahmedabad,114.37060467421416,Standard,3,3.8
Ahmedabad,Jaipur,5.2264441850506955,Air,3,1.0
Mumbai,Bangalore,118.47702071829035,Express,4,4.0
Delhi,Jaipur,92.09394519605216,Air,6,2.0
Chennai,Ahmedabad,66.7743656087762,Standard,0,4.0
Surat,Kolkata,145.40169850347667,Standard,0,4.5
Surat,Kolkata,27.89299245195226,Standard,4,4.5
Bangalore,Pune,82.21584239283807,Standard,1,4.0
Delhi,Surat,120.66222388463171,Air,3,1.4
Surat,Hyderabad,60.32235830892385,Air,6,1.2
Mumbai,Hyderabad,95.97724212516582,Standard,6,3.4
Kolkata,Chennai,29.657019652478574,Standard,5,4.3
Delhi,Hyderabad,127.85643223404693,Express,4,3.8
Hyderabad,Surat,100.7711791359443,Standard,3,3.5
Delhi,Bangalore,120.8891784065976,Standard,3,5.0
Kolkata,Mumbai,84.48877897298964,Standard,3,4.4
Jaipur,Kolkata,49.58215219850784,Air,5,2.4
Ahmedabad,Delhi,11.248963089295659,Air,4,2.0
Chennai,Ahmedabad,49.94006686569699,Standard,0,3.8
Bangalore,Surat,103.5867059568109,Ocean,6,6.0
Jaipur,Mumbai,113.69641049917169,Standard,1,3.8
Chennai,Delhi,128.9093455853386,Standard,2,4.9
Chennai,Hyderabad,117.95120724105567,Ocean,2,5.0
Hyderabad,Surat,74.65646919090487,Standard,4,4.0
Kolkata,Chennai,66.33370001521617,Standard,5,5.8
Mumbai,Delhi,91.9239733949087,Standard,4,5.1
Pune,Hyderabad,50.6518607018058,Express,3,1.8
Hyderabad,Jaipur,98.29816264279387,Standard,0,3.9
Surat,Delhi,66.66945195224953,Express,6,2.3
Hyderabad,Jaipur,6.719683386620541,Air,1,1.1
Ahmedabad,Delhi,52.49087062673687,Express,0,2.6
Ahmedabad,Surat,62.02098463343196,Standard,3,3.0
Hyderabad,Jaipur,25.63056844110817,Standard,2,3.6
Delhi,Bangalore,72.55066976921175,Standard,2,4.7
Hyderabad,Delhi,127.22294942448039,Express,1,2.8
Pune,Bangalore,98.84448765096798,Standard,2,3.5
Mumbai,Ahmedabad,94.84433383607059,Express,1,2.1
Delhi,Kolkata,53.00553147376874,Standard,1,4.2
Bangalore,Chennai,69.92336286721513,Express,5,2.7
Jaipur,Surat,7.252579596372921,Express,0,1.7
Pune,Jaipur,104.25598190077253,Express,4,3.7
Pune,Ahmedabad,61.64348230820824,Express,5,2.7
Hyderabad,Pune,50.47237452949177,Air,1,1.0
Kolkata,Surat,55.98119373459992,Express,4,3.7
Chennai,Jaipur,66.72723502911958,Standard,2,4.4
Chennai,Ahmedabad,20.99692661711213,Express,2,1.9
Surat,Chennai,94.16867510128071,Standard,1,4.1
Surat,Delhi,117.06687301446756,Standard,6,3.8
Mumbai,Jaipur,84.12958907345127,Ocean,6,5.4
Hyderabad,Chennai,143.15758794272503,Standard,2,3.6
Bangalore,Hyderabad,45.72434207253603,Standard,6,2.5
Pune,Delhi,138.3171242309935,Standard,3,4.3
Hyderabad,Kolkata,100.4539685744628,Standard,3,3.9
Mumbai,Chennai,144.98852904211225,Express,4,3.2
Delhi,Jaipur,20.57739617708041,Ocean,2,4.0
Delhi,Jaipur,51.84492035245448,Express,1,2.3
Ahmedabad,Chennai,87.18499481939614,Express,1,2.0
Bangalore,Delhi,145.41485374007323,Standard,4,5.4
Pune,Kolkata,9.765267880433145,Air,1,1.1
Hyderabad,Delhi,133.71206723111493,Express,4,3.9
Ahmedabad,Kolkata,135.34938862075026,Ocean,2,7.1
Jaipur,Ahmedabad,79.25703636896252,Express,6,2.1
Surat,Jaipur,74.89797848642806,Standard,0,3.3
Jaipur,Hyderabad,85.45005844216587,Standard,2,3.6
Delhi,Kolkata,128.983677333765,Air,1,1.0
Pune,Surat,110.91464496831138,Standard,6,3.4
Delhi,Chennai,143.455816462885,Air,2,2.1
Delhi,Mumbai,141.47184048297504,Air,0,1.1
Chennai,Ahmedabad,28.60358887536706,Express,4,2.9
Jaipur,Pune,58.85581714478714,Ocean,6,5.3
Surat,Pune,124.2942184589063,Express,3,2.1
Hyderabad,Bangalore,9.719097992456918,Ocean,4,4.4
Delhi,Chennai,33.25045913870064,Express,0,1.6
Kolkata,Pune,123.64829474926366,Standard,1,5.3
Ahmedabad,Surat,120.661364661594,Express,1,2.3
Kolkata,Ahmedabad,40.69802528576049,Express,3,1.6
Surat,Bangalore,26.638118862198567,Standard,6,2.7
Mumbai,Kolkata,37.33251430557028,Standard,0,3.6
Kolkata,Bangalore,89.28122752351722,Standard,2,4.7
Jaipur,Bangalore,105.61921222147838,Standard,5,6.2
Kolkata,Ahmedabad,88.39609308862255,Air,2,1.6
Ahmedabad,Hyderabad,48.05244339200542,Standard,1,3.0
Bangalore,Ahmedabad,63.27617838092091,Standard,4,5.4
Surat,Jaipur,17.59114973537287,Air,2,1.0
Surat,Ahmedabad,89.65578385379551,Standard,4,4.6
Chennai,Kolkata,70.26183830755298,Express,6,2.1
Jaipur,Ahmedabad,14.382491205056429,Air,2,1.0
Surat,Delhi,24.439171907603715,Standard,5,3.9
Hyderabad,Chennai,28.917769183676796,Express,1,1.6
Delhi,Mumbai,76.22979547427194,Standard,3,3.9
Pune,Delhi,117.38510858036167,Standard,0,4.0
Chennai,Surat,77.1903368661941,Air,6,1.2
Pune,Chennai,40.21893059267417,Ocean,5,6.1
Hyderabad,Surat,136.3952001587353,Standard,5,5.1
Bangalore,Kolkata,73.06324782779454,Standard,0,4.3
Hyderabad,Chennai,149.74121194250827,Standard,5,4.4
Chennai,Surat,65.35630834247843,Express,4,4.1
Hyderabad,Jaipur,50.21816138484922,Standard,5,3.9
Ahmedabad,Jaipur,131.6930586126412,Standard,0,4.3
Kolkata,Hyderabad,75.57119366922927,Air,0,2.1
Mumbai,Ahmedabad,74.2023681511275,Standard,5,3.6
Surat,Delhi,95.87791692028587,Air,4,3.0
Pune,Hyderabad,51.94291472244561,Ocean,2,4.8
Chennai,Mumbai,126.33501190083065,Standard,2,4.4
Mumbai,Surat,140.91316498421392,Express,2,2.9
Mumbai,Delhi,113.86670417023734,Express,2,2.3
Hyderabad,Chennai,12.95373617521356,Standard,5,3.6
Bangalore,Chennai,100.82798108713986,Ocean,0,4.5
Chennai,Jaipur,127.38849376699207,Express,2,3.2
Mumbai,Ahmedabad,135.80147631775816,Express,4,3.6
Mumbai,Kolkata,73.38159065373183,Standard,0,3.8
Kolkata,Bangalore,109.2994797406234,Express,0,2.7
Ahmedabad,Pune,130.393187394274,Express,1,3.0
Pune,Bangalore,24.210401872787322,Express,5,2.6
Delhi,Mumbai,99.55619802390535,Air,5,2.7
Pune,Chennai,116.49128507946845,Standard,5,4.6
Chennai,Bangalore,129.9128192985858,Standard,1,3.7
Mumbai,Pune,23.165790370606164,Standard,4,3.7
Mumbai,Surat,21.53582070842335,Ocean,3,3.5
Pune,Kolkata,92.35598408434291,Standard,6,4.0
Delhi,Jaipur,135.2844287864044,Standard,0,3.1
Jaipur,Ahmedabad,57.866465120558445,Standard,3,3.2
Chennai,Pune,67.35943263775347,Express,1,1.6
Ahmedabad,Pune,96.10053170406951,Express,5,2.8
Kolkata,Ahmedabad,4.490627208734715,Express,6,2.1
Jaipur,Bangalore,84.29605574465698,Air,2,1.1
Pune,Chennai,83.94215326373987,Express,5,3.4
Delhi,Mumbai,135.5494815491658,Standard,5,5.2
Kolkata,Hyderabad,48.17215398882413,Standard,1,3.9
Hyderabad,Chennai,66.43470347392027,Standard,6,3.5
Bangalore,Ahmedabad,128.77304180646485,Standard,6,3.7
Mumbai,Jaipur,134.70141774203478,Ocean,2,5.7
Kolkata,Delhi,106.74475326845385,Ocean,0,6.4
Jaipur,Ahmedabad,149.9191305443671,Air,5,2.9
Kolkata,Pune,89.69756039005138,Express,4,3.5
Surat,Bangalore,75.8373866547745,Express,0,1.8
Kolkata,Pune,102.37035547574642,Standard,5,4.6
Delhi,Bangalore,71.56637343961954,Air,2,1.6
Hyderabad,Bangalore,25.80251581771273,Standard,6,2.3
Pune,Ahmedabad,13.191810640320396,Standard,4,3.4
Ahmedabad,Surat,26.79075325677078,Air,3,1.0
Surat,Jaipur,31.937277508457903,Standard,6,2.4
Bangalore,Hyderabad,11.479981305361337,Standard,5,3.7
Jaipur,Surat,133.79129341473737,Express,4,3.7
Hyderabad,Chennai,3.055481257993127,Express,4,1.9
Chennai,Surat,119.43672269408931,Air,2,1.4
Chennai,Mumbai,9.193592524676971,Express,1,1.9
Chennai,Kolkata,129.94330057528134,Ocean,6,6.5
Chennai,Jaipur,135.74344485368493,Standard,2,4.8
Pune,Bangalore,79.0006328980609,Express,3,1.8
Surat,Bangalore,56.681337892064555,Express,6,2.2
Kolkata,Hyderabad,149.10266114534383,Express,2,3.1
Pune,Kolkata,121.29820498488613,Standard,0,4.7
Chennai,Bangalore,77.79370122106404,Standard,0,3.2
Delhi,Bangalore,120.12365638138705,Express,6,3.1
Kolkata,Chennai,86.28669834374656,Express,6,2.2
Hyderabad,Bangalore,61.70128247576095,Standard,5,3.9
Hyderabad,Delhi,56.588871547808814,Express,3,2.1
Jaipur,Kolkata,140.45397449648024,Air,2,1.6
Mumbai,Delhi,60.555575245294335,Express,0,2.5
Bangalore,Kolkata,103.91598403532963,Standard,4,5.7
Jaipur,Chennai,34.63386598264293,Standard,0,3.9
Delhi,Bangalore,10.617193730368514,Ocean,2,5.7
Surat,Mumbai,43.70294418414905,Air,0,1.4
Jaipur,Pune,100.51714819706604,Standard,3,3.5
Bangalore,Delhi,147.16527468884118,Standard,5,5.6
Mumbai,Hyderabad,88.14704255739358,Express,5,3.2
Delhi,Pune,114.94693406636605,Standard,6,3.6
Surat,Hyderabad,5.175070973216477,Standard,1,2.4
Kolkata,Jaipur,3.813780505646458,Standard,1,3.6
Mumbai,Pune,100.61434366411507,Standard,5,3.6
Hyderabad,Pune,89.85421097655336,Ocean,1,6.0
Pune,Jaipur,101.22421584941159,Express,0,3.0
Ahmedabad,Bangalore,2.085809793862749,Air,5,2.1
Ahmedabad,Bangalore,93.84787287708838,Express,6,2.3
Kolkata,Surat,59.92958820152877,Express,1,2.3
Jaipur,Mumbai,48.667920871870436,Standard,0,3.6
Hyderabad,Mumbai,35.099776254281984,Standard,4,4.2
Kolkata,Jaipur,121.38363232965014,Ocean,4,8.3
Surat,Jaipur,79.6576909157194,Express,6,2.2
Surat,Pune,139.87618053858174,Standard,6,3.2
Surat,Hyderabad,46.845276990954645,Air,0,1.2
Ahmedabad,Jaipur,113.06581564963504,Standard,3,3.3
Hyderabad,Surat,19.989571114445205,Standard,5,3.6
Pune,Chennai,93.0628740675526,Standard,3,4.0
Ahmedabad,Chennai,129.73929709086534,Standard,0,3.7
Bangalore,Jaipur,134.86171149035374,Express,5,3.6
Hyderabad,Chennai,124.48445527928351,Standard,1,2.9
Surat,Chennai,54.157492154205585,Express,1,2.1
Ahmedabad,Mumbai,86.14346759304446,Standard,6,3.7
Jaipur,Chennai,105.57558272293895,Air,6,1.7
Pune,Surat,124.30471618260671,Express,6,2.9
Pune,Kolkata,8.683575568535568,Air,5,1.3
Surat,Hyderabad,28.03497899195165,Air,5,2.3
Jaipur,Delhi,13.847520903732834,Standard,6,2.5
Jaipur,Hyderabad,108.48449723476602,Air,0,1.9
Ahmedabad,Bangalore,81.27886665268726,Air,6,1.0
Jaipur,Chennai,61.411630088538494,Standard,6,3.9
Kolkata,Mumbai,35.60862059457,Standard,2,3.8
Surat,Mumbai,126.72786560530098,Air,0,2.3
Hyderabad,Jaipur,16.215309912933307,Standard,6,3.4
Jaipur,Mumbai,13.433135706492255,Standard,0,2.8
Jaipur,Surat,148.4635721247128,Standard,1,4.3
Bangalore,Mumbai,20.0006984527353,Air,6,1.0
Delhi,Pune,23.17658583081821,Express,6,2.6
Hyderabad,Jaipur,89.65097694807737,Express,4,3.4
Pune,Bangalore,56.018771337520306,Ocean,5,6.9
Delhi,Jaipur,25.703009522894103,Standard,0,3.0
Mumbai,Kolkata,111.02014003351422,Air,4,2.6
Kolkata,Pune,74.4691380993125,Standard,0,3.8
Chennai,Bangalore,48.61321247127744,Standard,4,3.5
Hyderabad,Ahmedabad,85.79765181502084,Air,2,1.6
Ahmedabad,Bangalore,99.19580992622005,Air,2,1.7
Delhi,Surat,60.03933316897323,Standard,0,2.2
Chennai,Mumbai,2.4044720289136476,Express,1,1.9
Bangalore,Surat,1.0391621979159937,Express,2,1.5
Mumbai,Bangalore,112.16209647565073,Standard,5,4.6
Bangalore,Chennai,89.3268240030079,Air,1,1.7
Jaipur,Pune,148.10800277259173,Air,0,1.7
Delhi,Pune,53.238885645614886,Air,0,1.0
Pune,Bangalore,79.94404689595017,Standard,1,4.2
Delhi,Chennai,109.79584431931501,Express,3,2.6
Bangalore,Pune,16.720502588030545,Express,0,2.2
Hyderabad,Kolkata,73.295010673707,Standard,6,3.8
Hyderabad,Bangalore,125.25026862349058,Air,3,1.6
Chennai,Surat,31.07430039811524,Express,0,1.9
Jaipur,Bangalore,6.07914020447213,Air,6,1.1
Delhi,Surat,59.596228443625414,Ocean,4,6.1
Mumbai,Chennai,89.78797326415162,Air,0,1.0
Chennai,Kolkata,77.79536640171209,Standard,0,3.7
Bangalore,Kolkata,102.91197741574368,Standard,0,4.4
Jaipur,Surat,56.48025669199601,Ocean,0,5.1
Ahmedabad,Bangalore,88.77177989516542,Standard,5,4.8
Pune,Bangalore,18.12699361713249,Standard,2,3.5
Delhi,Jaipur,12.937454689300333,Standard,2,2.6
Ahmedabad,Delhi,106.27700419739372,Express,0,3.2
Ahmedabad,Mumbai,140.83726705434555,Express,1,2.6
Bangalore,Jaipur,63.081475257951304,Standard,2,4.3
Chennai,Surat,5.70035463838074,Air,3,1.0
Ahmedabad,Jaipur,132.40102370928477,Standard,1,4.2
Bangalore,Surat,132.1726987894794,Express,2,3.2
Jaipur,Pune,72.15912902684155,Air,6,1.3
Surat,Delhi,54.196451387874035,Standard,1,3.2
Jaipur,Delhi,54.78770220548777,Standard,1,2.4
Chennai,Jaipur,101.99628173188566,Express,2,2.7
Kolkata,Surat,9.561248389113116,Standard,0,4.1
Jaipur,Ahmedabad,57.93194737232601,Ocean,2,4.5
Chennai,Surat,98.37404414554807,Express,5,3.8
Chennai,Pune,134.5102882688609,Express,3,2.0
Kolkata,Hyderabad,68.36403869055184,Standard,1,3.7
Ahmedabad,Pune,97.32510805322406,Ocean,6,4.7
Hyderabad,Delhi,17.35422458540609,Express,6,2.6
Jaipur,Pune,118.46897766366381,Standard,2,3.5
Mumbai,Ahmedabad,119.89264588055593,Express,3,2.5
Bangalore,Jaipur,55.2190020801026,Air,2,1.5
Mumbai,Hyderabad,97.50282513982997,Express,0,1.7
Delhi,Ahmedabad,21.5869286923511,Air,0,1.8
Hyderabad,Jaipur,17.462344977952974,Standard,6,3.5
Mumbai,Pune,106.7978962815355,Standard,0,3.3
Surat,Bangalore,31.18941331464525,Standard,5,4.5
Ahmedabad,Chennai,114.21686696691484,Standard,3,4.5
Chennai,Kolkata,68.12993946498344,Standard,4,5.0
Mumbai,Ahmedabad,141.24313793677302,Air,3,2.2
Kolkata,Jaipur,51.205255860827506,Standard,2,4.1
Mumbai,Delhi,99.4880386537102,Standard,6,4.3
Chennai,Delhi,44.0646388100926,Air,4,2.3
Surat,Bangalore,147.80903544375295,Express,0,2.7
Chennai,Kolkata,11.991631955572348,Air,6,1.0
Hyderabad,Jaipur,63.14923060013275,Express,0,2.2
Chennai,Mumbai,119.70730368178438,Standard,0,4.2
Mumbai,Bangalore,52.715103424222015,Express,4,2.8
Kolkata,Ahmedabad,84.52858295879916,Express,6,2.1
Ahmedabad,Delhi,102.1997114949219,Air,0,1.9
Surat,Delhi,40.1071674902497,Standard,1,2.8
Mumbai,Bangalore,139.98572353299787,Air,3,2.2
Chennai,Surat,87.88148556670788,Standard,5,5.1
Chennai,Mumbai,93.12827148329185,Standard,2,3.2
Chennai,Jaipur,63.866755178306114,Standard,4,5.0
Chennai,Bangalore,20.659531196549214,Standard,1,2.6
Jaipur,Kolkata,26.309775796653533,Standard,2,3.9
Kolkata,Bangalore,21.744990494971063,Standard,5,5.1
Hyderabad,Delhi,4.162261396866997,Ocean,4,6.2
Mumbai,Surat,141.90510384097934,Standard,1,3.2
Chennai,Delhi,147.06760962234324,Ocean,4,8.5
Kolkata,Hyderabad,115.349289364804,Standard,1,4.7
Hyderabad,Delhi,87.84068388327412,Standard,5,5.7
Kolkata,Jaipur,70.33200200098337,Air,5,2.5
Hyderabad,Mumbai,98.79196964399496,Air,0,1.0
Pune,Hyderabad,107.50373383056986,Express,2,2.6
Jaipur,Kolkata,144.74105725810105,Express,1,3.2
Mumbai,Chennai,133.6017173967472,Air,3,1.6
Mumbai,Chennai,0.5493588092917273,Express,5,2.1
Delhi,Pune,49.01346470269142,Air,2,1.3
Jaipur,Pune,148.49326294560353,Standard,0,5.0
Surat,Ahmedabad,66.45174934449687,Air,1,1.2
Delhi,Pune,98.05268441133069,Standard,4,4.9
Chennai,Mumbai,123.45509763501455,Ocean,1,5.6
Hyderabad,Delhi,58.88903431284124,Standard,0,3.3
Kolkata,Surat,6.066274434932655,Standard,2,3.7
Chennai,Ahmedabad,114.78271292434371,Air,5,3.1
Ahmedabad,Mumbai,108.88852025487316,Standard,3,3.3
Jaipur,Delhi,4.1574730624605465,Standard,0,3.1
Delhi,Chennai,140.2578029251977,Standard,3,4.0
Hyderabad,Bangalore,40.52887399816148,Express,1,2.1
Kolkata,Jaipur,11.920800860898202,Air,1,1.1
Chennai,Surat,19.189117603431626,Standard,4,4.5
Hyderabad,Kolkata,92.05423476139433,Ocean,6,6.4
Ahmedabad,Hyderabad,59.24412710165709,Air,2,1.0
Chennai,Bangalore,127.98414348692377,Express,6,2.2
Ahmedabad,Pune,3.0863683497749874,Air,6,1.2
Surat,Bangalore,24.20195957094576,Standard,6,3.2
Bangalore,Kolkata,98.49569871818365,Express,3,2.3
Jaipur,Mumbai,2.605918618349063,Ocean,3,4.4
Ahmedabad,Chennai,83.18442955139872,Express,0,2.5
Surat,Pune,139.57302083776588,Ocean,4,6.2
Surat,Pune,22.71382042939963,Express,2,1.0
Bangalore,Jaipur,20.398680020492804,Air,5,2.0
Jaipur,Surat,53.52328857824141,Air,0,1.1
Kolkata,Delhi,106.00030314463118,Standard,2,4.0
Bangalore,Hyderabad,10.544186880323247,Standard,0,3.6
Surat,Jaipur,95.67985662219529,Standard,5,4.9
Surat,Ahmedabad,81.03567782066216,Standard,0,3.3
Hyderabad,Ahmedabad,129.0880059889133,Ocean,0,5.5
Jaipur,Hyderabad,69.5687522476953,Standard,5,4.4
Kolkata,Hyderabad,47.17866002329991,Ocean,6,5.4
Jaipur,Surat,41.50491624565722,Ocean,3,4.8
Mumbai,Delhi,52.62234951417979,Express,6,2.3
Delhi,Jaipur,146.32207240198127,Ocean,1,4.2
Bangalore,Kolkata,60.17752436583922,Express,3,2.8
Jaipur,Hyderabad,74.91314913497821,Express,3,2.4
Chennai,Pune,147.0985225088157,Air,4,2.8
Ahmedabad,Hyderabad,86.43338111840596,Standard,5,4.8
Surat,Bangalore,70.99169752370969,Ocean,3,5.5
Delhi,Pune,6.2006763066751684,Air,6,1.0
Surat,Chennai,68.1209691271399,Air,1,1.7
Delhi,Surat,45.76465205732552,Standard,5,3.5
Mumbai,Chennai,103.73074148566482,Standard,3,3.4
Hyderabad,Kolkata,14.985378094043131,Standard,0,2.8
Jaipur,Bangalore,47.52628884583137,Express,3,1.9
Mumbai,Ahmedabad,62.33571897773451,Standard,4,3.9
Jaipur,Bangalore,94.53376389004066,Air,1,2.1
Surat,Ahmedabad,78.74413604691017,Air,5,1.8
Bangalore,Hyderabad,104.5325171935277,Express,4,3.7
Hyderabad,Mumbai,146.89534595293802,Air,2,2.2
Mumbai,Kolkata,35.81892167340964,Ocean,2,6.0
Jaipur,Delhi,47.34202266197331,Air,4,1.5
Bangalore,Ahmedabad,44.38242914810847,Standard,6,3.1
Surat,Kolkata,119.59034499144782,Air,5,2.9
Kolkata,Jaipur,64.74027065295239,Air,1,1.0
Bangalore,Kolkata,119.60420508791745,Standard,3,4.6
Pune,Hyderabad,30.038351180396315,Standard,5,3.9
Kolkata,Pune,3.925053953728323,Standard,1,3.6
Jaipur,Hyderabad,45.6754213461923,Air,4,2.2
Ahmedabad,Jaipur,0.7131463789861272,Air,3,1.4
Chennai,Mumbai,12.46617795167037,Air,4,1.8
Bangalore,Mumbai,65.37991300248113,Standard,5,4.5
Delhi,Pune,119.09981109576522,Air,5,2.5
Mumbai,Bangalore,3.0165813191539397,Standard,0,2.8
Bangalore,Kolkata,1.015198494642019,Standard,2,3.9
Surat,Mumbai,63.32477860381828,Standard,5,3.8
Delhi,Surat,68.79689683177716,Standard,1,3.6
Chennai,Delhi,83.22474483471814,Standard,2,4.0
Kolkata,Pune,26.30157621036618,Express,5,2.8
Ahmedabad,Chennai,42.589499120445126,Ocean,6,5.9
Chennai,Pune,64.84369639340328,Express,2,2.4
Bangalore,Jaipur,55.00323850502566,Standard,0,3.8
Surat,Delhi,116.9118624016763,Express,4,3.9
Hyderabad,Mumbai,143.46260432074925,Air,0,1.0
Hyderabad,Chennai,102.64985325814726,Standard,2,3.4
Mumbai,Surat,43.9865199705108,Air,0,2.0
Surat,Hyderabad,105.76290281741879,Express,6,2.0
Kolkata,Chennai,11.10156424042012,Express,1,1.8
Hyderabad,Chennai,136.04698778497095,Express,5,3.7
Mumbai,Bangalore,91.67570227932518,Express,4,3.8
Chennai,Bangalore,22.88397183985545,Air,4,2.2
Pune,Jaipur,72.48330494313444,Standard,2,3.8
Pune,Jaipur,12.869433370253121,Air,5,2.2
Surat,Bangalore,27.29187250937334,Standard,5,4.3
Hyderabad,Bangalore,108.81603934897679,Standard,3,3.9
Surat,Delhi,22.92861482725383,Express,3,1.7
